,Model,Number of Features,Selected Features,Accuracy,Precision,Recall,F1-Score
93,Random Forest Classifier,44,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Discordance_PSMA-choline_1, Discordance_1, Discordance_PSMA-FDG_-1, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.76,0.7666666666666666,0.7666666666666666,0.7266666666666667
94,Random Forest Classifier,45,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Discordance_1, Discordance_PSMA-FDG_-1, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.76,0.9333333333333332,0.7,0.6714285714285714
95,Random Forest Classifier,46,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Discordance_PSMA-choline_1, Discordance_1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.76,0.7999999999999999,0.7,0.6666666666666666
96,Random Forest Classifier,47,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, SupraNumLN_Inv, Liver_Inv, Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.76,0.9,0.7,0.7333333333333333
97,Random Forest Classifier,48,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.8,0.6333333333333333,0.6333333333333333,0.7666666666666666
98,Random Forest Classifier,49,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.76,1.0,0.7,0.7266666666666667
99,Random Forest Classifier,50,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.76,0.7833333333333333,0.6,0.7666666666666666
100,XGBoost Classifier,1,Pre-cure_Leukocytes(G/L),0.64,0.5666666666666667,0.6666666666666666,0.5933333333333334
101,XGBoost Classifier,2,"Pre-cure_Leukocytes(G/L), Peak: g/ml_Choline_Kidney",0.76,0.6333333333333333,0.6666666666666666,0.5933333333333334
102,XGBoost Classifier,3,"Pre-cure_Leukocytes(G/L), Peak: g/ml_Choline_Kidney, Pelvis_Inv",0.8,0.7333333333333333,0.8333333333333333,0.7533333333333333
103,XGBoost Classifier,4,"Pre-cure_Leukocytes(G/L), Peak: g/ml_Choline_Kidney, Pelvis_Inv, Max: g/ml_Choline_Bone-",0.9199999999999999,0.9,0.9333333333333332,0.8933333333333333
104,XGBoost Classifier,5,"Discordance_choline-FDG_1, Pre-cure_Leukocytes(G/L), Peak: g/ml_Choline_Kidney, Pelvis_Inv, Max: g/ml_Choline_Bone-",0.8400000000000001,0.8,0.9333333333333332,0.8266666666666665
105,XGBoost Classifier,6,"Discordance_choline-FDG_1, Pre-cure_Leukocytes(G/L), Peak: g/ml_Choline_Kidney, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_Choline_Bone-",0.8,0.6333333333333333,0.7333333333333333,0.6533333333333333
106,XGBoost Classifier,7,"Discordance_choline-FDG_1, Pre-cure_Leukocytes(G/L), Peak: g/ml_Choline_Kidney, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone-",0.8,0.6333333333333333,0.7333333333333333,0.6533333333333333
107,XGBoost Classifier,8,"Discordance_choline-FDG_1, Pre-cure_Leukocytes(G/L), Peak: g/ml_Choline_Kidney, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone-, Std. dev: g/ml_PSMA_Kidney",0.72,0.6,0.6666666666666666,0.5666666666666667
108,XGBoost Classifier,9,"Discordance_choline-FDG_1, Pre-cure_Leukocytes(G/L), Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone-, Std. dev: g/ml_PSMA_Kidney",0.6799999999999999,0.6,0.6666666666666666,0.5666666666666667
109,XGBoost Classifier,10,"Discordance_choline-FDG_1, Pre-cure_Leukocytes(G/L), Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_Kidney",0.6799999999999999,0.6,0.6666666666666666,0.5666666666666667
110,XGBoost Classifier,11,"Discordance_choline-FDG_1, Pre-cure_Leukocytes(G/L), Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.6799999999999999,0.6,0.6666666666666666,0.5666666666666667
111,XGBoost Classifier,12,"Discordance_choline-FDG_1, Pre-cure_Leukocytes(G/L), Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Pre-cure_Platelets(G/L), Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.72,0.6333333333333333,0.6666666666666666,0.5933333333333334
112,XGBoost Classifier,13,"Discordance_choline-FDG_1, Pre-cure_Leukocytes(G/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Pre-cure_Platelets(G/L), Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.72,0.6333333333333333,0.6666666666666666,0.5933333333333334
113,XGBoost Classifier,14,"Discordance_choline-FDG_1, Gleason, Pre-cure_Leukocytes(G/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Pre-cure_Platelets(G/L), Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.72,0.6333333333333333,0.6666666666666666,0.5933333333333334
114,XGBoost Classifier,15,"Discordance_choline-FDG_1, Gleason, Pre-cure_Leukocytes(G/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Pre-cure_Platelets(G/L), Mean: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.6799999999999999,0.6333333333333333,0.6,0.5533333333333333
115,XGBoost Classifier,16,"Discordance_choline-FDG_1, Gleason, Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Pre-cure_Platelets(G/L), Mean: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.6799999999999999,0.6333333333333333,0.6,0.5533333333333333
116,XGBoost Classifier,17,"Discordance_choline-FDG_1, Gleason, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Pre-cure_Platelets(G/L), Mean: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.64,0.6333333333333333,0.5333333333333333,0.49333333333333335
117,XGBoost Classifier,18,"Discordance_choline-FDG_1, Gleason, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Pre-cure_Platelets(G/L), Mean: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.64,0.6333333333333333,0.5333333333333333,0.49333333333333335
118,XGBoost Classifier,19,"Discordance_choline-FDG_1, Liver_Inv, Gleason, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Pre-cure_Platelets(G/L), Mean: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.64,0.6333333333333333,0.5333333333333333,0.49333333333333335
119,XGBoost Classifier,20,"Discordance_choline-FDG_1, SupraNumLN_Inv, Liver_Inv, Gleason, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Pre-cure_Platelets(G/L), Mean: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.64,0.6333333333333333,0.5333333333333333,0.49333333333333335
120,XGBoost Classifier,21,"Discordance_choline-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Gleason, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Pre-cure_Platelets(G/L), Mean: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.68,0.6333333333333333,0.5333333333333333,0.49333333333333335
121,XGBoost Classifier,22,"Discordance_choline-FDG_1, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Gleason, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Pre-cure_Platelets(G/L), Mean: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.68,0.6333333333333333,0.5333333333333333,0.49333333333333335
122,XGBoost Classifier,23,"Discordance_choline-FDG_1, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Gleason, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Pre-cure_Platelets(G/L), Mean: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.68,0.6333333333333333,0.5333333333333333,0.49333333333333335
123,XGBoost Classifier,24,"Discordance_choline-FDG_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Gleason, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Pre-cure_Platelets(G/L), Mean: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.64,0.5999999999999999,0.4333333333333333,0.44000000000000006
124,XGBoost Classifier,25,"Discordance_choline-FDG_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Gleason, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Pre-cure_Platelets(G/L), Mean: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.68,0.6333333333333333,0.5333333333333333,0.49333333333333335
125,XGBoost Classifier,26,"Discordance_choline-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Gleason, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Pre-cure_Platelets(G/L), Mean: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.68,0.6333333333333333,0.5333333333333333,0.49333333333333335
126,XGBoost Classifier,27,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Gleason, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Pre-cure_Platelets(G/L), Mean: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.68,0.6333333333333333,0.5333333333333333,0.49333333333333335
127,XGBoost Classifier,28,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Gleason, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Pre-cure_Platelets(G/L), Mean: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.68,0.6333333333333333,0.5333333333333333,0.49333333333333335
